id	size	gc_content	md5	organism	primary_cluster_id	primary_dist	secondary_cluster_id	secondary_dist	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)
CP001250	26535	25.833804409270776	33a26b793886c4706abca6aca39fff3b	unknown	AA936	0.06	AJ411	0.025				
CP042381	13055	36.46112600536193	7bbddb0f67bf214c49e1879951a81cb9	unknown	AB210	0.06	AJ887	0.025	rep_cluster_589	001996__NC_004528_00009	MOBV	NC_016821_00017
MF042358	100393	55.160220334087036	54763932b2bf18369c93462c072e5fb0	unknown	AA046	0.06	AH632	0.025	IncFIB,IncFII,IncFII	000101__NZ_CP012345_00042,000114__CP015527,000122__JQ418538	MOBF	NC_021501_00073
KY471144	62174	42.55476565767041	1f6cfbcd19964a526a281f33a96b4c94	unknown	AA372	0.06	AI350	0.025	IncI2	000147__CP006264_00003	MOBP	NC_022520_00030
AP010934	106981	26.69726400014956	fcba1c2c344b3cbbab8383434b57bdf4	unknown	AE802	0.06	AO659	0.025	rep_cluster_873	002353__NC_012219_00060		
CP004133	85134	33.20882373669744	dc3bfc0b3d3cecdc310f80e20f0ff5a8	unknown	AD404	0.06	AM959	0.025	rep_cluster_1721,rep_cluster_459,rep_cluster_920	001137__CP004861,001806__CP020436_00025,002410__CP003690		
NC_023280	6078	39.17407041790062	50482b61f7547a6888e60c23296b7847	unknown	AB702	0.06	AK583	0.025			MOBP	NZ_AFDA02000006_00006
GU722199	2099	54.69271081467365	46b44d46a1cf7ccbb7b6d6474b983fc9	unknown	AH276	0.06	AR332	0.025				
CP024322	27131	30.22741513397958	8de48394d30a8f1369ddce146d688581	unknown	AB154	0.06	AJ764	0.025				
JQ418527	88007	61.757587464633495	80aad88fabc01e2299740553af33b143	unknown	AC407	0.06	AL586	0.025	rep_cluster_1674	001075__JQ418527_00044	MOBP	NC_015147_00088
KX785327	8346	36.20896237718668	9edefcebf4f6240d56eece34f565f118	unknown	AD156	0.06	AM600	0.025				
NC_004930	3854	35.72911261027504	c3e172c09e0228dc683849aeed526ae8	unknown	AF760	0.06	AP756	0.025	Inc11	000050__NC_004930_00003	MOBV	NC_004930_00001
AB910520	21001	27.151088043426505	86562a90f9ee267b03bf1a0df6cff3ba	unknown	AF667	0.06	AP652	0.025	rep_cluster_958	002439__AB910391_00009		
AP009246	4082	49.43655071043606	fbb44106fa0d89082d340de65c100e72	unknown	AA579	0.06	AI799	0.025	rep_cluster_1778	001198__NC_010486_00001	MOBQ	NC_011411_00002
CP024616	48983	42.4882101953739	9474dfd737d68c15695a7b8f56acb230	unknown	AB744	0.06	AK648	0.025				
AP019689	181469	50.36507612870518	3a4506a1b6cda8c659f7e1f46a29ac59	unknown	AA401	0.06	AI426	0.025	IncFIB,rep_cluster_1150	000107__CP014778_00094,000430__CP020850		
CP010189	6038	49.271281881417686	0ca4a7fc794a30a4a42b8d34cab4f00e	unknown	AA975	0.06	AJ476	0.025	ColRNAI_rep_cluster_1291	000001__EU090225_00001	MOBQ	NC_019783_00003
CP003452	25137	28.543581175160124	f3f0133029a7f2dc79516d4331b7fb41	unknown	AB101	0.06	AJ672	0.025				
KT223767	7548	31.677265500794913	d2fdad5ad553879a5bd5da103b85e402	unknown	AA060	0.06	AH658	0.025	rep_cluster_1625	001015__KT223766_00007		
DQ318958	2306	47.961838681699916	75fe38a9f0d7ebb31e7a1c6db4c82395	unknown	AB038	0.06	AJ573	0.025	ColRNAI_rep_cluster_1987	000019__CP000651_00005		
CP036754	4351	28.246380142495976	1a6055786fd1225e9b24ce3266589ac0	unknown	AB029	0.06	AJ560	0.025				
KY018597	2191	37.151985394796895	d045f9cd28563457a6d1021c71b992f9	unknown	AF759	0.06	AP755	0.025	rep_cluster_1279	000593__KY018597		
MG594800	53926	43.02562771204985	288122ad35b2f51dc98fb5f7944246b1	unknown	AA372	0.06	AI350	0.025	IncI2	000147__CP006264_00003	MOBP	NC_022520_00030
CP009566	94725	49.99841646872526	b60541840b5d791f29d1877ea9bcb58d	unknown	AA474	0.06	AI602	0.025	IncI1	000145__HE610900_00001	MOBP	NC_019097
CP002362	135351	66.2388899971186	d3b20e8b9acbb0e568b5c64a4e24bb1a	unknown	AE699	0.06	AO540	0.025	rep_cluster_1819	001237__CP002362	MOBC	NC_014753_00070
NC_012169	18022	26.040395072688934	4d404a8a8ef086db1194ce075729f7ce	unknown	AD221	0.06	AM693	0.025				
MF042352	119047	54.15172158895226	e60c0c93969390d0a9c5d6555df5a43a	unknown	AA046	0.06	AH632	0.025	IncFIB,IncFII,IncFII	000101__NZ_CP012345_00042,000114__CP015527,000122__JQ418538	MOBF	NC_021501_00073
CP022454	17636	46.728283057382626	1c9be46849849273853cedfd32d3c551	unknown	AD485	0.06	AN056	0.025	ColRNAI_rep_cluster_1857	000008__AJ627566		
CP019879	30554	58.94481900896773	0693d222de8a9305578aa22d68223fb8	unknown	AC871	0.06	AM227	0.025	rep_cluster_762	002241__CP019879	MOBQ	NC_016028_00030
CP021466	1995	50.175438596491226	50f734771525513380b8ae8649c6b5b7	unknown	AF757	0.06	AP753	0.025				
CP045400	169237	61.25906273450841	aad2b0da49944d43e3000ac2a91aff9b	unknown	AF755	0.06	AP751	0.025				
NC_021523	4269	47.130475521199344	93bcc5c5e9612e69856ea035fcc487dd	unknown	AD488	0.06	AN060	0.025	ColRNAI_rep_cluster_1956	000015__JX514065	MOBQ	NC_021523_00003
NC_011223	8754	41.90084532785013	ce4b4a02406beeb8d18871fec95cd2bd	unknown	AC606	0.06	AL866	0.025	rep_cluster_1628,rep_cluster_1825	001017__NC_013543_00012,001244__NC_011223_00012		
GU562625	2908	29.401650618982117	fd502f1eed325f7f638b12e658e80335	unknown	AB642	0.06	AK500	0.025	rep_cluster_1230	000530__NC_010626_00002		
CP032198	58029	54.443467921211806	c1ca583b2bd2916a88c8f271c3723308	unknown	AA439	0.06	AI511	0.025	IncFII,rep_cluster_959	000129__CP018340,002443__CP006922_00079	MOBF	NC_021231_00058
KJ802405	147886	51.93595066470119	8f969cb162be285964b1cd55749eff11	unknown	AA860	0.06	AJ272	0.025	IncA/C2	000092__CP025470	MOBH,MOBH	NC_012885_00072,NC_012690_00071
NC_014763	3421	43.08681672025723	26b4697781d15a794a3190d2382bc8f7	unknown	AF754	0.06	AP749	0.025	rep_cluster_1595	000970__NC_014763	MOBP	NC_014763_00004
HG796778	3571	36.04032483898068	1053a5c004264541b82f9cb0450a1364	unknown	AF753	0.06	AP748	0.025				
NC_011984	211620	58.61780550042529	8036d92a803441984a16ff6abc1248b6	unknown	AD837	0.06	AN499	0.025	rep_cluster_553	001926__NC_011984_00001	MOBQ	NC_011982_00108
NC_021076	39287	31.728052536462442	a886ec1445e1016f71964672f99801bb	unknown	AE821	0.06	AO682	0.025	rep_cluster_155	000916__KC206006_00010		
KY795978	60960	42.35564304461942	92650247079536c7ad36224023b80ec8	unknown	AA372	0.06	AI350	0.025	IncI2	000147__CP006264_00003	MOBP	NC_022520_00030
CP003897	2062	34.82056256062076	82f225d7ed5680595bf6c79fc431a18a	unknown	AF086	0.06	AO998	0.025	rep_cluster_1434	000775__NC_017213		
CP025841	132527	46.071366589449696	7098064c8e364ad32d53106a1cc511b8	unknown	AB275	0.06	AJ991	0.025	IncFIIA,IncFIB,IncFII	000136__AP014877_00014,000096__NC_019117_00097,000121__CP024805	MOBF	NC_020306_00007
MF133442	122080	50.01310615989515	2877a8bb0f78fbcb6cc9c62906269594	unknown	AC125	0.06	AL183	0.025	IncFIB	000100__NZ_CP016161_00012		
CP014404	25980	30.681293302540414	c6cb35472038d1eff41e71c4db986459	unknown	AA840	0.06	AJ227	0.025	rep_cluster_1017,rep_cluster_1733	000261__GQ900456,001150__NC_013330_00017		
CP013538	344843	61.84379558233747	93f6624cdf25d0e41bb0cfd052182ab7	unknown	AC693	0.06	AL988	0.025	rep_cluster_841	002324__CP013491_00052		
CP045815	9150	40.950819672131146	8d19c3cdff092237f97863875bde9cff	unknown	AE622	0.06	AO446	0.025	Inc13	000077__AJ577854_00009	MOBV	NC_005311_00009
CP034019	4207	51.58069883527454	a8f59284b705e7c4daf185d1e38469a9	unknown	AC796	0.06	AM134	0.025	rep_cluster_1433	000773__NC_022243_00001	MOBP	NC_022243_00008
CP018451	90684	53.16924705570994	01b9c02d9a5573632be0ea155d9437f4	unknown	AB187	0.06	AJ829	0.025	IncR,IncFIA,rep_cluster_1418	000204__CP008701_00115,000093__KX023259_00112,000759__NC_013950_00034		
MG591701	91597	53.341266635370154	acc150ccf39c206843392d12936c94d0	unknown	AA327	0.06	AI225	0.025	IncFII,IncFIIA	000121__CP024805,000136__AP014877_00014	MOBF	NC_017627_00068
AL513383	218160	47.58113311331133	92f6cedb5b74291f21c22c855ca6c29b	unknown	AA998	0.06	AJ516	0.025	IncFIA,IncQ1	000093__KX023259_00112,000195__NC_013728_00014	MOBH	NC_013365_00169
NC_014561	167983	52.95714447295262	3462c22c09fd80d439d90002d5217b08	unknown	AC134	0.06	AL200	0.025	rep_cluster_807	002290__CP001893_00145		
CP006263	98066	49.6798074765974	d6eedf8c7314eea474ab1ee859b6f5ef	unknown	AA295	0.06	AI138	0.025	IncFIB	000096__NC_019117_00097	MOBF,MOBP	NC_017627_00068,NC_011416_00039
MF543359	8749	45.49091324722826	c4ac133c8aa37080a4ad4aaaf10573ff	unknown	AC772	0.06	AM107	0.025	rep_cluster_1159	000438__X01654	MOBQ	NC_010695_00006
LT985259	42084	50.91958939264328	d3c31d890743da4917529f4191dce701	unknown	AA551	0.06	AI743	0.025	IncN	000155__CP018649	MOBF	NC_015599_00019
NC_011838	200231	56.34791815453151	b19d9a5fdbb8526ed0d897a72b230138	unknown	AC067	0.06	AL100	0.025	IncP	000163__NC_011838_00078	MOBP	NC_011838_00155
NC_019764	74236	44.563284659733824	3e135e24dcf8f817957d5cc00e40eb42	unknown	AF749	0.06	AP744	0.025	rep_cluster_1707	001116__NC_019764_00047		
CP010203	4372	45.9743824336688	3ef564dd2c1a6a56f31d7e90294dbf3a	unknown	AA146	0.06	AH784	0.025			MOBP	NC_022662_00003
CP017936	76186	52.68684535216444	d6f5a94efb796b7202d811db578ea81b	unknown	AA002	0.06	AH528	0.025	IncL/M	000148__NC_021488_00028	MOBP	NC_004464_00056
DQ017661	99331	50.00956398304658	1a8f8acb0b908305b2bdff378267a308	unknown	AA474	0.06	AI598	0.025	IncI1	000145__HE610900_00001	MOBP	NC_019097
CP034330	29404	64.90953611753503	9b47c4cff54e26b6f9f2721e8bbca83a	unknown	AH277	0.06	AR333	0.025				
CP026617	38161	38.0178716490658	ff166ec7d5e6cb616511141aec79334c	unknown	AC243	0.06	AL353	0.025	rep_cluster_1072	000320__KT965092_00001		
MK770642	147979	51.86614316896316	7e56a0850b30c3eaf7f39cab04f5a5a3	unknown	AA860	0.06	AJ275	0.025	IncA/C2	000092__CP025470	MOBH,MOBH	NC_012885_00072,NC_012690_00071
NC_019372	3516	37.25824800910125	64fea072c56546388836bdb7f93a54d9	unknown	AE603	0.06	AO419	0.025	Inc13	000060__JX174167_00003	MOBV	NC_014919_00004
CP008843	183015	53.02680108187853	3f14d7496ebdd97d62af79e669b54a7c	unknown	AE109	0.06	AN829	0.025	IncFII,IncFII	000122__JQ418538,000113__CP022035	MOBF	NC_021231_00058
CP042386	23536	38.035350101971446	6ddd9656053ec10a34a5c112b7288c05	unknown	AB606	0.06	AK455	0.025	rep_cluster_589	002003__CP002900_00004	MOBV	NC_016820_00021
CP037484	9222	23.85599653003687	2a5765ef46fac57854516ed705bb6fbf	unknown	AA384	0.06	AI405	0.025				
CP023350	112045	48.075326877593824	c1a424e9b6d61863ad5b0497958c2612	unknown	AC033	0.06	AL053	0.025	IncI1	000145__HE610900_00001	MOBP,MOBF,MOBP	NC_011416_00039,NC_017627_00068,NC_019097
CP018360	111017	49.196069070502716	3f9548719ae35e4acf937e33b039827e	unknown	AF030	0.06	AO929	0.025	rep_cluster_711	002186__CP011594_00108		
CP029668	3125	28.736	dc85f475da77dbed7fd4c2575f147494	unknown	AB721	0.06	AK613	0.025	rep_cluster_1017	000258__NC_013297_00004		
CP018473	38746	65.21189284055129	e4b1257cf9da6415a7c99b3acccfe1ab	unknown	AF746	0.06	AP738	0.025	IncP	000169__CP016835_00012	MOBP	NC_009739_00028
CP034324	159467	53.78542268933384	525daf56e4ed4c49d55dc797e0af2fa7	unknown	AA032	0.06	AH591	0.025	IncR,IncU,IncFIIA,IncFII	000204__CP008701_00115,000210__KF623109_00045,000136__AP014877_00014,000121__CP024805		
KX015668	116700	50.75749785775493	726f830803444231d56ffb73932a439e	unknown	AA752	0.06	AJ089	0.025	IncFIB	000104__CP010386_00052		
MH547561	26862	61.00067009157918	e79fb1f5c62c8298386df9a006df178d	unknown	AH278	0.06	AR334	0.025				
CP037475	18385	26.90780527604025	7d9470a872a213f1609442ce9795ad60	unknown	AB022	0.06	AJ552	0.025				
CP010020	9606	45.26337705600666	a29ff286fa238887a744e749e1bb7c24	unknown	AA902	0.06	AJ345	0.025	ColRNAI_rep_cluster_1857	000008__AJ627566		
NC_004767	3955	35.29709228824273	9cf849d384d14db9abaafdeb5835cfd7	unknown	AD458	0.06	AN020	0.025	rep_cluster_60	002035__AY267368_00001		
CP026123	23973	58.44491719851499	f44ba91518262daf5a599653ab07f9ac	unknown	AA356	0.06	AI319	0.025	rep_cluster_2022	001457__CP022173		
CP024476	220282	45.98787009378887	4554abf08aae1399871c67c699146041	unknown	AB272	0.06	AJ985	0.025	IncFIIA,IncFII	000136__AP014877_00014,000121__CP024805	MOBP,MOBF	NC_011416_00039,NC_017627_00068
CP033710	69815	44.686671918642126	b6cdc4878a862732cd4570f5640b0702	unknown	AA996	0.06	AJ509	0.025	IncFII,rep_cluster_645	000122__JQ418538,002101__NC_004564_00056	MOBF	NC_010157_00072
AP014611	169829	51.995831100695405	1070ddcb7838cdc5e9bf93230e98beea	unknown	AA860	0.06	AJ266	0.025	IncA/C2	000092__CP025470	MOBH,MOBH	NC_012885_00072,NC_012690_00071
NC_013383	24711	29.136821658370767	88d5bbe6b190e609cafb3754a95caa95	unknown	AD280	0.06	AM764	0.025	rep_cluster_910	002395__NC_013387_00031		
CP014117	9923	27.663005139574725	f1f3ed78cb8d08867a89a3d5f4eb6d8a	unknown	AB817	0.06	AK761	0.025				
KY000051	216754	56.684536386871756	f0088e7af8db743d8a829ec9731e1bac	unknown	AB361	0.06	AK100	0.025	rep_cluster_490	001856__NC_002147_00021	MOBQ	NC_011982_00108
MG813925	9833	33.00111868198922	439fda3a40c408c862009573497ac205	unknown	AC018	0.06	AL028	0.025	rep_cluster_799	002277__AF243383	MOB_Unknown	JQ821353
CP021803	297816	58.48980578612298	2241f99fa325e0a1372d5156646fae33	unknown	AA615	0.06	AI854	0.025	rep_cluster_492	001860__NC_019313_00001	MOBF	NC_019846_00073
KM583808	3483	35.77375825437841	3ae2ffa2e5bad9a87d1008e9bc021f76	unknown	AD456	0.06	AN017	0.025	rep_cluster_60	002040__KM583813_00001		
LS999563	55148	40.922608254152465	2e975f0e889a155b208b7a93a334c04b	unknown	AB233	0.06	AJ916	0.025	IncX1	000215__KC853434_00019	MOBP	NC_019096_00001
KT897277	134110	24.541048393110135	b639ab75849d67af171652b1614d5cca	unknown	AF293	0.06	AP226	0.025	rep_cluster_107	000317__KT897275_00119		
CP003067	110881	29.004969291402496	c09c4dbc5ce72b8cb819d92250d496e5	unknown	AC495	0.06	AL706	0.025	rep_cluster_770	002250__CP003067_00077		
CP030210	92624	52.90205562273277	be75a1c1688a5e5ed3c8ac7acb26e934	unknown	AA710	0.06	AJ005	0.025	IncFII,IncFII	000111__NZ_CP011595_00114,000123__CP000858	MOBF	NC_019125_00139
CP015270	38049	64.28027017792846	8e11a454e84f655ff9465978e175aade	unknown	AE078	0.06	AN786	0.025	rep_cluster_578	001978__CP015270		
CP022419	209222	56.815248874401355	1b3d63857a1327ecf0c84c8ab4b9ac45	unknown	AE239	0.06	AN978	0.025	rep_cluster_611	002057__CP022419_00196	MOBP	NC_023148_00033
CP024447	61809	41.68972156158488	7d9c23141e1a6f98fa4745b305d40111	unknown	AA805	0.06	AJ166	0.025	rep_cluster_1030	000280__AP017383_00001		
NC_012723	133591	60.59315373041597	078641256f8f085014d82ebe55bfae25	unknown	AB859	0.06	AK814	0.025	rep_cluster_1467	000807__CP001505_00003	MOBP	NC_007949_00237
CP031187	24780	38.97094430992736	2e9568a6040ca7dc53ae9c7b9a2c499d	unknown	AC493	0.06	AL703	0.025				
CP024565	147932	52.28077765459806	18687ce92adfece07ff80b18a1b306f8	unknown	AA274	0.06	AI067	0.025	IncFIB,IncFII,IncFII	000107__CP014778_00094,000113__CP022035,000132__HG969996	MOBF	NC_021231_00058
CP023283	34165	41.86448119420459	9b6e333d2f6e5c83b53def8ce752b343	unknown	AF745	0.06	AP737	0.025				
CP014221	23294	25.281188288829743	dbf73d403afcb26d35990c5bd950709b	unknown	AF668	0.06	AP653	0.025	rep_cluster_958	002439__AB910391_00009		
AB702969	165311	49.517575962882084	bd7a357a23ec4ee5bda6dface0feaf54	unknown	AB277	0.06	AJ993	0.025	IncFIIA,IncFII	000136__AP014877_00014,000121__CP024805	MOBF,MOBP,MOBF	NC_022333_00006,NC_011416_00039,NC_011964_00125
NC_011966	12870	26.30924630924631	4675dbe5724b25f49697f5d228a5e898	unknown	AD218	0.06	AM690	0.025				
NC_012625	7493	36.24716401975177	3c5a8808857dcf7b057f8c4bf5b368d2	unknown	AA742	0.06	AJ062	0.025	rep_cluster_308,rep_cluster_1583	001618__CP003964_00004,000959__NC_001372_00007		
KX523900	63566	51.25224176446528	48282401f550bcd91564cbe3ff246886	unknown	AA002	0.06	AH539	0.025	IncL/M	000148__NC_021488_00028	MOBP	NC_004464_00056
CP003320	15000	32.14	92840be4bd7fead7c2f7856be846c0e9	unknown	AB653	0.06	AK515	0.025	rep_cluster_16	000979__CP003343		
CP015450	67767	63.86736907344282	91de3b6726b33ba43655e1277760f5da	unknown	AF743	0.06	AP735	0.025	rep_cluster_1732	001149__JQ418529		
MG516910	69785	47.66353800960092	25956f850e0112ddf105ba624a7a8845	unknown	AE974	0.06	AO866	0.025	IncX5	000226__MF062700	MOBP	NC_019096_00001
CP020483	1761	30.49403747870528	bc49ae78e8a80d99cd103df360e9d43b	unknown	AF337	0.06	AP277	0.025				
CP033346	109917	50.69006614081534	9df8a30b636591d37b4a2f044f1eab3d	unknown	AA752	0.06	AJ085	0.025	IncFIB	000104__CP010386_00052		
CR555307	207355	57.633044778278794	afa59c2631faffe52a6084303b88dda7	unknown	AF740	0.06	AP732	0.025				
CP040260	202283	39.48329815159949	9dde1d4b55e7ffdf4ee90c966af9e517	unknown	AC716	0.06	AM019	0.025	rep_cluster_1226	000523__LT594096_00001		
CP042617	128115	48.41587636108184	ae4fc1b2a2ca6196b47cd5f69f5983f2	unknown	AA378	0.06	AI375	0.025	IncX1,IncY	000215__KC853434_00019,000230__CP009168_00001		
CP031564	89508	52.91817491173973	ec2f23210de3f2f4df976f7d9483b82e	unknown	AA627	0.06	AI887	0.025	IncA/C2	000092__CP025470	MOBH	NC_012885_00072
NC_019231	3377	35.031092685815814	e72fde18a0a4c528327503bd3f610af2	unknown	AD570	0.06	AN168	0.025	rep_cluster_1188	000474__NC_019232_00001		
CP020733	15285	39.1691200523389	91efcb695142728bced12c1c8bb4d3f8	unknown	AB608	0.06	AK458	0.025	rep_cluster_589	002010__CP020733_00013	MOBV	NC_016821_00017
HM807367	9610	45.27575442247659	e2541145e0245ef0b8d4815e1c3cc5d1	unknown	AA902	0.06	AJ345	0.025	ColRNAI_rep_cluster_1857	000008__AJ627566		
CP022172	62511	54.86394394586553	d25d6035abb82b87566ff64873bd72fd	unknown	AC374	0.06	AL544	0.025	rep_cluster_1169,rep_cluster_2001	000449__CP022171,001439__KY555070		
MK471334	111155	51.64589986955153	90ec29b129e4ad2c4b2d1cb9018863df	unknown	AA414	0.06	AI469	0.025	IncFII,IncFIA	000135__NC_014107_00001,000093__KX023259_00112	MOBF	NC_014107_00160
CP024928	4312	34.577922077922075	f1fd4716261df1b94aedf344e45df259	unknown	AE960	0.06	AO848	0.025	rep_cluster_1977	001418__EU784088		
CP005988	27536	59.36592097617664	38f717b88f510a595ab113d1e4a53761	unknown	AF391	0.06	AP335	0.025	rep_cluster_355	001670__CP002577_00032	MOBQ	NC_015853_00008
NC_006257	4935	43.36372847011145	e045d197ae82476d68164b35ddad6a44	unknown	AC153	0.06	AL226	0.025	rep_cluster_2007	001444__AB119526_00004		
KX784503	43797	50.69525309952736	ef02a77b9b533c42d32123936969c9de	unknown	AB161	0.06	AJ783	0.025	IncN	000151__NC_019163_00001	MOBF	NC_015872_00034
NC_024977	96463	50.03161834071095	9b6ab4fec1269ebf09cc18e6e4f944ed	unknown	AA474	0.06	AI621	0.025	IncI1	000145__HE610900_00001	MOBP	NC_019097
MK158081	38669	49.38581292508211	9646c91e985b5737fe563e32b77cea25	unknown	AA049	0.06	AH637	0.025	IncFIA,ColRNAI_rep_cluster_1857	000093__KX023259_00112,000012__CP000801		
CP035387	63369	51.749278038157456	1ccef0d49c597e5bd860edc837bbafee	unknown	AA552	0.06	AI746	0.025	IncN	000155__CP018649	MOBF	NC_015599_00019
LT592165	4153	51.504936190705514	cfecaf5b264e719c6b9c90b4bcca0822	unknown	AC796	0.06	AM134	0.025	rep_cluster_1433	000773__NC_022243_00001	MOBP	NC_022243_00008
NC_016903	5360	46.026119402985074	39fd08aa240aa4999652c4963feca6f8	unknown	AA150	0.06	AH789	0.025	ColRNAI_rep_cluster_1987	000019__CP000651_00005	MOBP	NC_016903_00002
CP023544	55132	31.578756439091634	ddf8ff71d678aa6cad7416b120eba170	unknown	AC320	0.06	AL464	0.025	rep_cluster_475	001828__CP007750	MOBP	NC_022355_00016
CP037885	6824	35.990621336459554	acb84ca0c436388b83d0f44b7a94b454	unknown	AC113	0.06	AL164	0.025			MOBV	NC_018512_00005
CP010653	78188	62.68481096843505	849b3634e67778ce6dea50f32e555203	unknown	AB850	0.06	AK802	0.025	rep_cluster_288	001594__CP002974_00072		
NC_021079	41919	43.25484863665641	42bde85c27af5d104e805111bc532930	unknown	AA619	0.06	AI862	0.025	IncX4	000224__NC_022105_00002	MOBP	NC_013718_00057
MF175191	33660	41.8270944741533	49dc646caa466dcd3b339785340c57cb	unknown	AA619	0.06	AI859	0.025	IncX4	000224__NC_022105_00002	MOBP	NC_013718_00057
MH341575	46293	46.60315814485991	b44542931078109e8262421e78f5354b	unknown	AA038	0.06	AH615	0.025	IncX3	000221__NC_025130_00012	MOBP	NC_020552_00059
GU479466	42004	47.94781449385773	e618ab99407eeb1a35831a6065a92181	unknown	AC888	0.06	AM248	0.025	rep_cluster_1410	000752__CP002441_00035	MOBP	NC_014105_00043
KM396298	215892	45.02575361754952	3c26b50be25d4b4fc4300985c0439e13	unknown	AA738	0.06	AJ047	0.025	rep_cluster_1088,IncH	000340__KU353730,000139__NC_012555_00001	MOBH	NC_012555_00231
CP009118	26565	25.695463956333523	065a8a8e8588a4916ef500ebbc5ff442	unknown	AA937	0.06	AJ412	0.025				
CP022131	62498	41.33892284553106	20fc2bc58fe5ceff20df65b949dc591f	unknown	AB374	0.06	AK135	0.025	rep_cluster_1948	001392__CP005947_00006	MOBP,MOBP	NC_021227_00007,NC_015979_00031
LN735561	125315	50.29086701512189	0f3505fd16d74c13eeb46dd6e2bea6fe	unknown	AA474	0.06	AI607	0.025	IncI1	000145__HE610900_00001	MOBP	NC_019097
NC_015728	83129	58.818222281033094	abc6c99e982ca262ba520869cb7e0641	unknown	AD652	0.06	AN272	0.025	rep_cluster_494	001864__NC_015728_00001		
NC_010903	2229	61.597128757290264	00e473d11b63094040efe0cfa42039b1	unknown	AE764	0.06	AO608	0.025				
FN597600	153429	37.92438196168912	fafa5aaf5de79542439238f82449949c	unknown	AE059	0.06	AN766	0.025	rep_cluster_1313	000632__NC_014653_00050	MOBF	NC_014653_00043
MH785248	17259	28.987774494466656	4faa808080e91936618d9bf5ec6725c0	unknown	AB127	0.06	AJ721	0.025	rep_cluster_155	000915__CP001784_00003		
CP025584	149225	62.15312447646172	b30efde8c63e6b552b5c1cba4bc4592a	unknown	AF738	0.06	AP730	0.025				
FJ223605	75617	52.802941137574884	f63d30c74372d4b969943b6dfa22a150	unknown	AA552	0.06	AI754	0.025	IncN	000155__CP018649	MOBF	NC_015599_00019
AP021851	373915	65.60154045705575	61cdb00737ab2bed6cf44e2e72434bb3	unknown	AD770	0.06	AN425	0.025				
CP012934	3372	55.13048635824437	cf8171099eac4f025a87e45a7ccceeac	unknown	AA163	0.06	AH811	0.025			MOBP	NC_014003_00004
MN232200	62924	42.62443582734728	03206aaa4170685d410b360e643ad9ba	unknown	AA372	0.06	AI350	0.025	IncI2	000147__CP006264_00003	MOBP,MOBP	NC_019115_00069,NC_022520_00030
MH595534	9548	52.2622538751571	db2fc7e92e42281a799174b6de85c1d0	unknown	AA360	0.06	AI329	0.025			MOBP	NC_017723_00002
JX104759	42447	48.48870355973332	f2cba0b3a2b54f2878edd439eef181b9	unknown	AA038	0.06	AH617	0.025	IncX3	000221__NC_025130_00012	MOBP	NC_020552_00059
CP021936	138340	51.9553274540986	94c5e53a0e33433fd4d1216a055d63d1	unknown	AA860	0.06	AJ272	0.025	IncA/C2	000092__CP025470	MOBH,MOBH	NC_012690_00071,NC_012885_00072
KX810825	339962	47.43000688312223	114938fadafe4a49a94151c55c0a3679	unknown	AA739	0.06	AJ055	0.025	rep_cluster_1088,IncH	000338__NC_021819,000139__NC_012555_00001	MOBH	NC_012555_00231
CP029367	34321	48.71944290667521	f06b7e50cec15c26cfe21697af78f532	unknown	AC026	0.06	AL043	0.025	IncI1	000144__CP015838_00058	MOBP	NC_019097
CP000354	233720	60.13349306862913	5c7637d085b81a6c87abe5528ac0ca86	unknown	AE236	0.06	AN972	0.025	rep_cluster_332	001646__NC_006466	MOBP,MOBP	NC_007974_00287,NC_007949_00237
CP031135	310064	51.19684968264616	67be142878b609650367a6a701df65ce	unknown	AA543	0.06	AI729	0.025	IncP	000164__NC_022344_00310	MOBP,MOBH	NC_022344_00316,NC_019360_00106
KC853437	6747	51.044908848377055	6e8a7a7a9d1883aeee3512a590f2661a	unknown	AA577	0.06	AI793	0.025	ColRNAI_rep_cluster_1291	000001__EU090225_00001	MOBQ	NZ_AWFJ01000122_00007
NC_010910	2163	43.08830328247804	051bbd033ae3f7c3ac38706843099ef4	unknown	AC420	0.06	AL603	0.025	rep_cluster_785	002263__DQ787205		
CP015993	12690	58.156028368794324	ce738600f5d0a829d1cefb8427088611	unknown	AH279	0.06	AR335	0.025				
NC_007110	62829	33.580034697353135	c7a77d6125d0fc6c8daab08c5c4c9344	unknown	AB649	0.06	AK511	0.025	rep_cluster_1653	001052__NC_007111_00004	MOBQ,MOBQ	NC_007111_00019,NC_013938_00014
CP024012	179399	39.346373168189345	0b46a16f87248e2f3e52e5b540dce46c	unknown	AF735	0.06	AP726	0.025			MOBP	NZ_AEOY01000096_00007
KY463454	33309	41.84454651895884	b03b471d4c4c0ec4af9bdfcff4ec826e	unknown	AA619	0.06	AI859	0.025	IncX4	000224__NC_022105_00002	MOBP	NC_013718_00057
AY123047	2825	49.13274336283186	e9a4bb354a83999ee72ad6b3f7483408	unknown	AB951	0.06	AK938	0.025	ColRNAI_rep_cluster_1857	000008__AJ627566		
CP000528	198504	65.68834884939346	d48f835c770c6c5b88c354695222d203	unknown	AA059	0.06	AH657	0.025				
AP019198	8098	52.247468510743396	d0d0f1227367993bdf9f009f593d25eb	unknown	AC270	0.06	AL387	0.025	rep_cluster_2037	001465__CP007568		
